,date,month,year,id,name,room_type,neighbourhood,neighbourhood_group,price,minimum_nights,rented_365
0,2018-01-01,2018-01,2018,21937326,Master bed room - 5 mins ride to CBD,Private room,Geylang,Central Region,500,180,275
1,2018-01-01,2018-01,2018,756267,East Coast Boutique,Private room,Marine Parade,Central Region,250,92,365
2,2018-01-01,2018-01,2018,8180346,The Zen Room,Private room,Tampines,East Region,45,92,184
3,2018-01-01,2018-01,2018,18674998,Cozy Premium Studio In Orchard Road (300 sqft),Hotel room,River Valley,Central Region,200,6,20
4,2018-01-01,2018-01,2018,13254555,Double Central Living Shopping Mall Condo MRT,Private room,Bukit Merah,Central Region,132,92,365
5,2018-01-01,2018-01,2018,14530157,65m2 cozy condo with pool near Paya Lebar MRT,Entire home/apt,Geylang,Central Region,89,365,365
6,2018-01-01,2018-01,2018,11971734,"A 3-5mins to Kovan MRT, 20mins to City,Quiet,Clean",Private room,Hougang,North-East Region,44,365,185
7,2018-01-01,2018-01,2018,21937326,Master bed room - 5 mins ride to CBD,Private room,Geylang,Central Region,500,180,275
8,2018-01-01,2018-01,2018,17016908,TripleOne. A cozy 3-bedroom apartment in Woodlands,Entire home/apt,Woodlands,North Region,275,3,91
9,2018-01-01,2018-01,2018,20016031,Lux 2Br at Tg Pagar  / Shenton Way,Entire home/apt,Outram,Central Region,399,92,0
10,2018-01-01,2018-01,2018,9866651,Private Pod in Mix 14 Dorm (2),Shared room,Kallang,Central Region,47,92,0
11,2018-01-01,2018-01,2018,21553387,Giffard Mansion @ Balestier,Private room,Novena,Central Region,99,92,7
12,2018-01-01,2018-01,2018,9268680,Private room- 7 bed (Shared toilet),Private room,Kallang,Central Region,145,92,0
13,2018-01-01,2018-01,2018,8890247,Private room- 4 bed (Shared toilet),Private room,Kallang,Central Region,85,365,0
14,2018-01-01,2018-01,2018,16183428,Instant Double Bed Capsule,Hotel room,Kallang,Central Region,47,92,100
15,2018-01-01,2018-01,2018,982909,Amazing Sunset Home @Central Area,Private room,Novena,Central Region,90,92,220
16,2018-01-01,2018-01,2018,17769862,*Cozy Room @ City Center,Private room,Kallang,Central Region,51,92,52
17,2018-01-01,2018-01,2018,13274269,DORMS - Excellent location in Chinatown,Hotel room,Outram,Central Region,31,92,0
18,2018-01-01,2018-01,2018,15310627,4 Star CBD Apartment Tanjong Pagar MRT,Entire home/apt,Outram,Central Region,140,92,168
19,2018-01-01,2018-01,2018,4664392,CS S3 Central studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,115,92,220
20,2018-01-01,2018-01,2018,13243736,Charming 2Bed-2Bath- Parking Full Apartment,Entire home/apt,Bishan,Central Region,209,92,35
21,2018-01-01,2018-01,2018,10020690,DOUBLE BED IN CAPSULE HOSTEL RM4,Hotel room,Kallang,Central Region,47,92,101
22,2018-01-01,2018-01,2018,2387715,"City Private room 2-pax near MRT, shared toilet",Private room,Kallang,Central Region,98,1,10
23,2018-01-01,2018-01,2018,8800763,Quaint & Chic Soho (Long Stay),Private room,Marine Parade,Central Region,89,92,365
24,2018-01-01,2018-01,2018,606784,"Ensuite room, pool, near airport, expo and sutd.",Private room,Tampines,East Region,83,92,274
25,2018-01-01,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
26,2018-01-01,2018-01,2018,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
27,2018-01-01,2018-01,2018,20512779,Spacious Room in Lush Green Terrace House,Private room,Bukit Timah,Central Region,90,92,276
28,2018-01-01,2018-01,2018,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
29,2018-01-01,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
30,2018-01-01,2018-01,2018,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
31,2018-01-01,2018-01,2018,6716844,4-person Bunk/Loft Bed Private Room,Private room,Rochor,Central Region,120,92,365
32,2018-01-01,2018-01,2018,21888290,Stylish 1 BR apartment near MRT & City Centre,Entire home/apt,Geylang,Central Region,129,92,9
33,2018-01-01,2018-01,2018,12211392,Single Capsule For 1,Shared room,Rochor,Central Region,26,92,101
34,2018-01-01,2018-01,2018,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
35,2018-01-01,2018-01,2018,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
36,2018-01-02,2018-01,2018,10013630,The Center of Singapore; China Town - W/A 83148119,Entire home/apt,Outram,Central Region,465,92,169
37,2018-01-02,2018-01,2018,1654840,3-person Bunk/Loft Bed Pte Room,Private room,Rochor,Central Region,90,92,365
38,2018-01-02,2018-01,2018,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
39,2018-01-02,2018-01,2018,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
40,2018-01-02,2018-01,2018,1941719,Fantastic Serviced Apartment in the Singapore CBD,Private room,Downtown Core,Central Region,119,92,7
41,2018-01-02,2018-01,2018,12345284,Single Capsule For 1,Shared room,Kallang,Central Region,29,92,101
42,2018-01-02,2018-01,2018,22458255,Cosy Place  with good food in the vicinity  !,Entire home/apt,Bishan,Central Region,80,92,365
43,2018-01-02,2018-01,2018,6630341,Affordable stay near Serangoon!,Private room,Serangoon,North-East Region,90,92,74
44,2018-01-02,2018-01,2018,14020127,Condo Near Kambangan MRT,Entire home/apt,Bedok,East Region,156,92,275
45,2018-01-02,2018-01,2018,21854687,Studio Chic~Cozy Serviced Apartment with Wi-Fi,Entire home/apt,Kallang,Central Region,184,7,127
46,2018-01-02,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
47,2018-01-02,2018-01,2018,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
48,2018-01-02,2018-01,2018,17812922,Pierre Suite,Entire home/apt,Orchard,Central Region,1000,1,216
49,2018-01-02,2018-01,2018,22090931,"CLASSY & COZY, 2 BR IN CLEMENTI",Entire home/apt,Clementi,West Region,387,92,1
50,2018-01-02,2018-01,2018,5798211,The Studio Suite,Private room,Tampines,East Region,70,92,29
51,2018-01-02,2018-01,2018,16701352,Leisure Studio APT 5 mins from Tg Pagar MRT,Entire home/apt,Downtown Core,Central Region,160,92,85
52,2018-01-02,2018-01,2018,22233862,Resort Style Stay in Lush Green Terrace House,Private room,Bukit Timah,Central Region,95,92,274
53,2018-01-02,2018-01,2018,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
54,2018-01-02,2018-01,2018,18484277,Humble & Conveniently Located 1BR in Katong Area,Entire home/apt,Marine Parade,Central Region,137,92,96
55,2018-01-02,2018-01,2018,19895150,Rare Twin Studios /2rm @MarinaBaySG,Entire home/apt,Downtown Core,Central Region,461,92,0
56,2018-01-02,2018-01,2018,8277151,"kitchen, washer, spacious serviced apartment town",Entire home/apt,River Valley,Central Region,237,6,11
57,2018-01-02,2018-01,2018,12219588,Luxury condo for business/vacation,Entire home/apt,Geylang,Central Region,97,92,129
58,2018-01-02,2018-01,2018,22143968,"Cozy Room Near City, 6mins Walk To Aljunid MRT (2)",Private room,Geylang,Central Region,55,92,83
59,2018-01-02,2018-01,2018,10040969,DOUBLE BED CAPSULE IN HOSTEL RM3,Hotel room,Kallang,Central Region,47,92,100
60,2018-01-02,2018-01,2018,14245740,Cozy 2- bedroom Home Away From Home,Entire home/apt,Punggol,North-East Region,150,92,220
61,2018-01-03,2018-01,2018,20539655,Giffard Mansion,Private room,Novena,Central Region,39,92,91
62,2018-01-03,2018-01,2018,19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT",Entire home/apt,Rochor,Central Region,140,92,69
63,2018-01-03,2018-01,2018,19218794,Renovated Master Bedroom & own bathroom@East Coast,Private room,Bedok,East Region,100,92,274
64,2018-01-03,2018-01,2018,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
65,2018-01-03,2018-01,2018,18388608,Cozy Modern Studio with Balcony and Great Location,Entire home/apt,Geylang,Central Region,129,92,354
66,2018-01-03,2018-01,2018,18508828,(Room)Breezy Comfy Stay (Kitchen Bathroom),Private room,Woodlands,North Region,75,92,9
67,2018-01-03,2018-01,2018,11228389,Your Central Singapore Suite ★3 mins to Bus Stop★,Private room,Geylang,Central Region,37,120,74
68,2018-01-03,2018-01,2018,6718219,Explore Serangoon!,Private room,Serangoon,North-East Region,100,92,271
69,2018-01-03,2018-01,2018,9268058,Private room- 5 bed (Shared toilet),Private room,Kallang,Central Region,105,365,0
70,2018-01-03,2018-01,2018,16213115,Family 10 person Private Room(2 Double & 6 Single),Hotel room,Kallang,Central Region,225,92,365
71,2018-01-03,2018-01,2018,8897560,SINGLE BED CAPSULE IN HOSTEL RM 2,Hotel room,Kallang,Central Region,24,92,100
72,2018-01-03,2018-01,2018,11865360,CS S6 Central Studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,105,92,252
73,2018-01-03,2018-01,2018,20459428,Ensuite MasterA1 bedroom @ heritage apartment,Private room,Kallang,Central Region,69,92,8
74,2018-01-03,2018-01,2018,16848828,Comfortable Small Studio in Orchard (200 sqft),Hotel room,River Valley,Central Region,170,6,30
75,2018-01-03,2018-01,2018,17684352,Luxurious Penthouse in Orchard,Entire home/apt,Museum,Central Region,150,92,365
76,2018-01-03,2018-01,2018,9746208,CityLiving Chinatown,Private room,Outram,Central Region,88,92,185
77,2018-01-03,2018-01,2018,19132856,"E.City Centre, Brand new Place for 1 or more.....",Private room,Rochor,Central Region,51,92,71
78,2018-01-03,2018-01,2018,22051992,Downtown Ensuite89M1 (Non-Tourist),Private room,Outram,Central Region,45,92,100
79,2018-01-04,2018-01,2018,8017511,3 bedroom apt beside Kembangan MRT.,Entire home/apt,Bedok,East Region,200,92,0
80,2018-01-04,2018-01,2018,19595827,Comfy 2BR Apartment in the Heart of Orchard Road,Entire home/apt,Orchard,Central Region,880,6,98
81,2018-01-04,2018-01,2018,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
82,2018-01-04,2018-01,2018,369145,5 mins walk from Newton MRT,Private room,Newton,Central Region,66,92,0
83,2018-01-04,2018-01,2018,17275135,Orchard Rd - Big Master Room,Private room,Newton,Central Region,96,93,69
84,2018-01-04,2018-01,2018,17672050,SIngle Capsule Bed in Clean Hostel,Shared room,Kallang,Central Region,34,30,282
85,2018-01-04,2018-01,2018,19132856,"E.City Centre, Brand new Place for 1 or more.....",Private room,Rochor,Central Region,51,92,71
86,2018-01-04,2018-01,2018,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
87,2018-01-04,2018-01,2018,7927886,Cosy Japanese Garden Common room,Private room,Jurong East,West Region,58,92,120
88,2018-01-05,2018-01,2018,15893111,Simple and cosy room in quiet neighbourhood,Private room,Tanglin,Central Region,55,92,181
89,2018-01-05,2018-01,2018,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
90,2018-01-05,2018-01,2018,19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,Entire home/apt,Clementi,West Region,142,92,365
91,2018-01-05,2018-01,2018,8800763,Quaint & Chic Soho (Long Stay),Private room,Marine Parade,Central Region,89,92,365
92,2018-01-05,2018-01,2018,16524551,Female Dorms - Unbeatable Location in Chinatown!,Hotel room,Outram,Central Region,31,92,185
93,2018-01-05,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
94,2018-01-05,2018-01,2018,747813,Fantastic Serviced Apartment in the Singapore CBD,Private room,Downtown Core,Central Region,119,92,7
95,2018-01-05,2018-01,2018,21370642,Gorgeous entire apartment in charming Tiong Bahru!,Entire home/apt,Bukit Merah,Central Region,353,92,365
96,2018-01-05,2018-01,2018,14245740,Cozy 2- bedroom Home Away From Home,Entire home/apt,Punggol,North-East Region,150,92,220
97,2018-01-05,2018-01,2018,20539655,Giffard Mansion,Private room,Novena,Central Region,39,92,91
98,2018-01-05,2018-01,2018,15978100,清幽宁静、整洁干净的公寓房间。包水电网煮饭游泳桑拿健身房。,Private room,Bedok,East Region,89,92,365
99,2018-01-06,2018-01,2018,8200542,Cosy & Quiet Surrounding 3BR Apt,Entire home/apt,Geylang,Central Region,186,92,18
100,2018-01-06,2018-01,2018,18235755,LOVELY  STAY in HEART OF ISLAND!!,Private room,Newton,Central Region,68,92,159
101,2018-01-06,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
102,2018-01-06,2018-01,2018,9320962,Sea view room with private bath,Private room,Bedok,East Region,53,92,316
103,2018-01-06,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
104,2018-01-06,2018-01,2018,7667016,1960s Queenbed RmA2 @ lavender bugis,Private room,Kallang,Central Region,59,92,101
105,2018-01-07,2018-01,2018,16565287,"1+ Stay in City Center, next to MRT",Private room,Kallang,Central Region,54,92,71
106,2018-01-07,2018-01,2018,9746208,CityLiving Chinatown,Private room,Outram,Central Region,88,92,185
107,2018-01-07,2018-01,2018,12211385,Queen Capsule for 2 (Free Breakfast),Shared room,Kallang,Central Region,59,92,101
108,2018-01-07,2018-01,2018,9928008,Skyroom w a pool & jacuzzi (near MRT),Entire home/apt,Bedok,East Region,123,92,40
109,2018-01-07,2018-01,2018,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
110,2018-01-07,2018-01,2018,8626676,Beary's 6 Bed Mixed Dorm (Per Bed),Hotel room,Outram,Central Region,66,1,365
111,2018-01-07,2018-01,2018,16522880,Clean Dorms - Steps from Chinatown MRT! (per bed),Hotel room,Outram,Central Region,30,92,185
112,2018-01-07,2018-01,2018,16701352,Leisure Studio APT 5 mins from Tg Pagar MRT,Entire home/apt,Downtown Core,Central Region,160,92,85
113,2018-01-07,2018-01,2018,982909,Amazing Sunset Home @Central Area,Private room,Novena,Central Region,90,92,220
114,2018-01-07,2018-01,2018,8800763,Quaint & Chic Soho (Long Stay),Private room,Marine Parade,Central Region,89,92,365
115,2018-01-07,2018-01,2018,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
116,2018-01-07,2018-01,2018,18235755,LOVELY  STAY in HEART OF ISLAND!!,Private room,Newton,Central Region,68,92,159
117,2018-01-08,2018-01,2018,9683612,Female only 4 Bed Dorm,Shared room,Rochor,Central Region,29,92,39
118,2018-01-08,2018-01,2018,14489603,Single Capsule  Pod in Mixed Dorm,Shared room,Kallang,Central Region,30,1,365
119,2018-01-08,2018-01,2018,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
120,2018-01-08,2018-01,2018,15792808,Chinatown Studio No window,Entire home/apt,Outram,Central Region,164,1,16
121,2018-01-08,2018-01,2018,19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,Entire home/apt,Clementi,West Region,142,92,365
122,2018-01-08,2018-01,2018,16213115,Family 10 person Private Room(2 Double & 6 Single),Hotel room,Kallang,Central Region,225,92,365
123,2018-01-08,2018-01,2018,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
124,2018-01-08,2018-01,2018,12211392,Single Capsule For 1,Shared room,Rochor,Central Region,26,92,101
125,2018-01-08,2018-01,2018,12162272,"Great location. A spacious, well equipped home.",Entire home/apt,Kallang,Central Region,137,92,178
126,2018-01-08,2018-01,2018,15792137,Chinatown Single No window,Entire home/apt,Outram,Central Region,163,1,12
127,2018-01-08,2018-01,2018,1941719,Fantastic Serviced Apartment in the Singapore CBD,Private room,Downtown Core,Central Region,119,92,7
128,2018-01-08,2018-01,2018,21420790,Standard Single Room in City Center,Hotel room,Singapore River,Central Region,161,92,129
129,2018-01-08,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
130,2018-01-09,2018-01,2018,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
131,2018-01-09,2018-01,2018,20865016,Lush Green Neighborhood Private Room,Private room,Bishan,Central Region,50,92,2
132,2018-01-09,2018-01,2018,8180346,The Zen Room,Private room,Tampines,East Region,45,92,184
133,2018-01-09,2018-01,2018,19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT",Entire home/apt,Rochor,Central Region,140,92,69
134,2018-01-09,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
135,2018-01-09,2018-01,2018,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
136,2018-01-09,2018-01,2018,10214097,#Deluxe Sea-Facing Condo ~ Luxury Beach Amenities,Entire home/apt,Bedok,East Region,190,92,1
137,2018-01-09,2018-01,2018,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
138,2018-01-09,2018-01,2018,9910891,MET A SPACE POD @ Boat Quay (Deluxe Space Pod),Shared room,Singapore River,Central Region,53,92,159
139,2018-01-09,2018-01,2018,9532788,Chinatown: In the Heart of the City,Private room,Outram,Central Region,88,92,1
140,2018-01-09,2018-01,2018,21887155,Twin room attached balcony,Private room,Geylang,Central Region,40,92,278
141,2018-01-09,2018-01,2018,6481052,premium 1 bed room · premium 1 bed room · 1 br 450sqft service apartment orchard near subway,Entire home/apt,River Valley,Central Region,294,6,14
142,2018-01-09,2018-01,2018,747813,Fantastic Serviced Apartment in the Singapore CBD,Private room,Downtown Core,Central Region,119,92,7
143,2018-01-09,2018-01,2018,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
144,2018-01-09,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
145,2018-01-09,2018-01,2018,1024986,Super Host Apartment,Entire home/apt,River Valley,Central Region,170,92,30
146,2018-01-10,2018-01,2018,18388608,Cozy Modern Studio with Balcony and Great Location,Entire home/apt,Geylang,Central Region,129,92,354
147,2018-01-10,2018-01,2018,12162272,"Great location. A spacious, well equipped home.",Entire home/apt,Kallang,Central Region,137,92,178
148,2018-01-10,2018-01,2018,20539655,Giffard Mansion,Private room,Novena,Central Region,39,92,91
149,2018-01-10,2018-01,2018,982909,Amazing Sunset Home @Central Area,Private room,Novena,Central Region,90,92,220
150,2018-01-10,2018-01,2018,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
151,2018-01-10,2018-01,2018,10027442,COSY SINGLE BED CAPSULE IN HOSTEL 9,Hotel room,Kallang,Central Region,24,92,100
152,2018-01-10,2018-01,2018,11980197,Cozy room,Private room,Punggol,North-East Region,60,92,73
153,2018-01-10,2018-01,2018,16177101,Instant Booking Single Capsule Hostel,Shared room,Kallang,Central Region,24,92,365
154,2018-01-11,2018-01,2018,12347038,Single Capsule for 1,Shared room,Kallang,Central Region,29,92,101
155,2018-01-11,2018-01,2018,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
156,2018-01-11,2018-01,2018,819034,Boutique 2 Bedroom Apartment,Entire home/apt,Marine Parade,Central Region,300,92,365
157,2018-01-11,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
158,2018-01-11,2018-01,2018,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
159,2018-01-11,2018-01,2018,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
160,2018-01-11,2018-01,2018,11972403,"3-5mins to Kovan MRT, 20mins to City, Quiet, Clean",Entire home/apt,Hougang,North-East Region,44,92,184
161,2018-01-11,2018-01,2018,15428715,Cool and convenient condo near Pasir Panjang MRT,Private room,Queenstown,Central Region,65,92,365
162,2018-01-11,2018-01,2018,8626676,Beary's 6 Bed Mixed Dorm (Per Bed),Hotel room,Outram,Central Region,66,1,365
163,2018-01-11,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
164,2018-01-12,2018-01,2018,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
165,2018-01-12,2018-01,2018,21887155,Twin room attached balcony,Private room,Geylang,Central Region,40,92,278
166,2018-01-12,2018-01,2018,8800763,Quaint & Chic Soho (Long Stay),Private room,Marine Parade,Central Region,89,92,365
167,2018-01-12,2018-01,2018,21888290,Stylish 1 BR apartment near MRT & City Centre,Entire home/apt,Geylang,Central Region,129,92,9
168,2018-01-13,2018-01,2018,19351097,BRAND NEW 2 bedroom at West Coast/Clementi /Jurong,Entire home/apt,Clementi,West Region,142,92,365
169,2018-01-13,2018-01,2018,19218794,Renovated Master Bedroom & own bathroom@East Coast,Private room,Bedok,East Region,100,92,274
170,2018-01-13,2018-01,2018,20888336,Cozy Room with a View,Private room,Bukit Timah,Central Region,47,92,277
171,2018-01-13,2018-01,2018,9143024,DOUBLE BED IN CAPSULE HOSTEL RM 2,Hotel room,Kallang,Central Region,47,92,101
172,2018-01-13,2018-01,2018,9746208,CityLiving Chinatown,Private room,Outram,Central Region,88,92,185
173,2018-01-13,2018-01,2018,17863026,"D.Modern Place, value for money for 1 or more....",Private room,Rochor,Central Region,45,92,1
174,2018-01-13,2018-01,2018,16177101,Instant Booking Single Capsule Hostel,Shared room,Kallang,Central Region,24,92,365
175,2018-01-13,2018-01,2018,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
176,2018-01-13,2018-01,2018,22116641,"2 CozyRooms NearCity,  6mins Walk To Aljunid MRT*",Private room,Geylang,Central Region,99,92,58
177,2018-01-13,2018-01,2018,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
178,2018-01-13,2018-01,2018,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
179,2018-01-13,2018-01,2018,16701352,Leisure Studio APT 5 mins from Tg Pagar MRT,Entire home/apt,Downtown Core,Central Region,160,92,85
180,2018-01-14,2018-01,2018,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
181,2018-01-14,2018-01,2018,982909,Amazing Sunset Home @Central Area,Private room,Novena,Central Region,90,92,220
182,2018-01-14,2018-01,2018,9464059,"!Stay in City Center, next to Farrer Park MRT (1)",Private room,Kallang,Central Region,59,92,118
183,2018-01-14,2018-01,2018,11865360,CS S6 Central Studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,105,92,252
184,2018-01-14,2018-01,2018,294281,5 mins walk from Newton subway,Private room,Newton,Central Region,79,92,0
185,2018-01-14,2018-01,2018,10020690,DOUBLE BED IN CAPSULE HOSTEL RM4,Hotel room,Kallang,Central Region,47,92,101
186,2018-01-14,2018-01,2018,16428014,City Private 2-pax Sharing toilet,Private room,Kallang,Central Region,98,1,8
187,2018-01-14,2018-01,2018,16750061,Small Studio Apartment In Orchard Road (200 sqft),Entire home/apt,Orchard,Central Region,170,6,20
188,2018-01-14,2018-01,2018,16846533,Small Cozy  Studio Room in Orchard Road (200 sqft),Entire home/apt,River Valley,Central Region,170,7,23
189,2018-01-14,2018-01,2018,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
190,2018-01-14,2018-01,2018,14245740,Cozy 2- bedroom Home Away From Home,Entire home/apt,Punggol,North-East Region,150,92,220
191,2018-01-14,2018-01,2018,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
192,2018-01-14,2018-01,2018,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
193,2018-01-14,2018-01,2018,369141,5mins from Newton Train Station,Private room,Newton,Central Region,79,92,53
194,2018-01-14,2018-01,2018,9283072,PRIVATE  SUITE  FOR  THE  PRIVILEGED  COUPLE.(3),Private room,Sembawang,North Region,140,92,0
195,2018-01-14,2018-01,2018,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
196,2018-01-14,2018-01,2018,16429519,"City 1-Pax *Private Room, Shared Toilet",Private room,Kallang,Central Region,67,1,8
197,2018-01-14,2018-01,2018,4499317,Heritage Collection on Seah Premium Loft,Entire home/apt,Downtown Core,Central Region,261,1,26
198,2018-01-14,2018-01,2018,22454647,Modern 3 bedroom Condominium Near Public transport,Entire home/apt,Pasir Ris,East Region,393,92,0
199,2018-01-14,2018-01,2018,17672050,SIngle Capsule Bed in Clean Hostel,Shared room,Kallang,Central Region,34,30,282
200,2018-01-15,2018-01,2018,9967697,Beary's 10 Bed Mixed Dorm (Per Bed),Hotel room,Outram,Central Region,63,1,365
201,2018-01-15,2018-01,2018,819034,Boutique 2 Bedroom Apartment,Entire home/apt,Marine Parade,Central Region,300,92,365
202,2018-01-15,2018-01,2018,11972403,"3-5mins to Kovan MRT, 20mins to City, Quiet, Clean",Entire home/apt,Hougang,North-East Region,44,92,184
203,2018-01-15,2018-01,2018,21854687,Studio Chic~Cozy Serviced Apartment with Wi-Fi,Entire home/apt,Kallang,Central Region,184,7,127
204,2018-01-15,2018-01,2018,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
205,2018-01-15,2018-01,2018,17769862,*Cozy Room @ City Center,Private room,Kallang,Central Region,51,92,52
206,2018-01-15,2018-01,2018,15792808,Chinatown Studio No window,Entire home/apt,Outram,Central Region,164,1,16
207,2018-01-15,2018-01,2018,18388608,Cozy Modern Studio with Balcony and Great Location,Entire home/apt,Geylang,Central Region,129,92,354
208,2018-01-15,2018-01,2018,12162272,"Great location. A spacious, well equipped home.",Entire home/apt,Kallang,Central Region,137,92,178
209,2018-01-15,2018-01,2018,8897560,SINGLE BED CAPSULE IN HOSTEL RM 2,Hotel room,Kallang,Central Region,24,92,100
210,2018-01-15,2018-01,2018,6287204,Simple & Cozy 1 BD resort-like apt,Entire home/apt,Woodlands,North Region,180,92,139
211,2018-01-16,2018-01,2018,20512779,Spacious Room in Lush Green Terrace House,Private room,Bukit Timah,Central Region,90,92,276
212,2018-01-16,2018-01,2018,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
213,2018-01-16,2018-01,2018,9746208,CityLiving Chinatown,Private room,Outram,Central Region,88,92,185
214,2018-01-16,2018-01,2018,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
215,2018-01-16,2018-01,2018,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
216,2018-01-16,2018-01,2018,16177101,Instant Booking Single Capsule Hostel,Shared room,Kallang,Central Region,24,92,365
217,2018-01-16,2018-01,2018,9268058,Private room- 5 bed (Shared toilet),Private room,Kallang,Central Region,105,365,0
218,2018-01-16,2018-01,2018,10013630,The Center of Singapore; China Town - W/A 83148119,Entire home/apt,Outram,Central Region,465,92,169
219,2018-01-16,2018-01,2018,21887155,Twin room attached balcony,Private room,Geylang,Central Region,40,92,278
220,2018-01-16,2018-01,2018,18235755,LOVELY  STAY in HEART OF ISLAND!!,Private room,Newton,Central Region,68,92,159
221,2018-01-16,2018-01,2018,22594189,Small Studio Room (200 sqft),Hotel room,River Valley,Central Region,170,6,24
222,2018-01-16,2018-01,2018,17884419,Condo Pool View Master Room (Near NTU),Private room,Jurong West,West Region,63,92,365
223,2018-01-17,2018-01,2018,294281,5 mins walk from Newton subway,Private room,Newton,Central Region,79,92,0
224,2018-01-17,2018-01,2018,16701352,Leisure Studio APT 5 mins from Tg Pagar MRT,Entire home/apt,Downtown Core,Central Region,160,92,85
225,2018-01-17,2018-01,2018,18184250,Lor 17 L2R5 Private room in a walkup apartment,Private room,Geylang,Central Region,55,92,40
