,date,month,year,id,name,room_type,neighbourhood,neighbourhood_group,price,minimum_nights,rented_365
6815,2019-03-09,2019-03,2019,24528929,Spacious Room 1 (Ensuite) near MRT in the East,Private room,Geylang,Central Region,49,92,101
6816,2019-03-09,2019-03,2019,23072323,"(A) 1+ Cozy Room Near City,  Walk To Aljunid MRT",Private room,Geylang,Central Region,48,92,49
6817,2019-03-09,2019-03,2019,31573008,CitySkylines@Chinatown,Private room,Outram,Central Region,98,92,0
6818,2019-03-09,2019-03,2019,5494971,Grand En Suite 2 Near Orchard,Private room,Novena,Central Region,99,92,160
6819,2019-03-09,2019-03,2019,11228389,Your Central Singapore Suite ★3 mins to Bus Stop★,Private room,Geylang,Central Region,37,120,74
6820,2019-03-09,2019-03,2019,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
6821,2019-03-09,2019-03,2019,4973227,Boat Quay Studio Apartment (South bridge Wing),Entire home/apt,Downtown Core,Central Region,206,1,365
6822,2019-03-09,2019-03,2019,24659042,Cosy Studio Apartment 2 at Heritage Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,97,92,365
6823,2019-03-09,2019-03,2019,815685,Awesome Yellow Room in the City! Near Orchard Rd!,Private room,Bukit Merah,Central Region,55,60,61
6824,2019-03-09,2019-03,2019,8890247,Private room- 4 bed (Shared toilet),Private room,Kallang,Central Region,85,365,0
6825,2019-03-09,2019-03,2019,24707713,Master bedroom 1 @ Heritage Tiong Bahru,Private room,Bukit Merah,Central Region,69,92,365
6826,2019-03-09,2019-03,2019,24664051,Roof Top Apartment 5 @ Heritage Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,89,92,365
6827,2019-03-09,2019-03,2019,17798438,Soho Suite,Entire home/apt,Orchard,Central Region,1600,1,211
6828,2019-03-10,2019-03,2019,32821771,prewar Tiong Bahru Balcony window *Rm2 near SGH,Private room,Bukit Merah,Central Region,59,92,15
6829,2019-03-10,2019-03,2019,4360679,Simple Private Room for Two,Private room,Geylang,Central Region,100,92,0
6830,2019-03-10,2019-03,2019,32846195,COzy Studio Solo only @ Tiong Bahru (walk to SGH),Entire home/apt,Bukit Merah,Central Region,149,92,39
6831,2019-03-10,2019-03,2019,606784,"Ensuite room, pool, near airport, expo and sutd.",Private room,Tampines,East Region,83,92,274
6832,2019-03-10,2019-03,2019,23403996,Idyllic & Cozy 2BR in Orchard Area,Entire home/apt,Orchard,Central Region,364,92,365
6833,2019-03-10,2019-03,2019,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
6834,2019-03-10,2019-03,2019,12345284,Single Capsule For 1,Shared room,Kallang,Central Region,29,92,101
6835,2019-03-10,2019-03,2019,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
6836,2019-03-10,2019-03,2019,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
6837,2019-03-10,2019-03,2019,24979153,Master bedroom 3 at Tiong Bahru/ Outram Park,Private room,Bukit Merah,Central Region,60,92,365
6838,2019-03-10,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6839,2019-03-10,2019-03,2019,2387588,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,67,1,34
6840,2019-03-10,2019-03,2019,20888336,Cozy Room with a View,Private room,Bukit Timah,Central Region,47,92,277
6841,2019-03-10,2019-03,2019,24984672,Entire Apartment @ Heritage Tiong Bahru+WIFI,Entire home/apt,Bukit Merah,Central Region,90,92,365
6842,2019-03-10,2019-03,2019,9928008,Skyroom w a pool & jacuzzi (near MRT),Entire home/apt,Bedok,East Region,123,92,40
6843,2019-03-10,2019-03,2019,22051870,Small Utility Cosy Room,Private room,Bedok,East Region,36,92,249
6844,2019-03-10,2019-03,2019,11863888,CS S8 Central studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,112,92,24
6845,2019-03-10,2019-03,2019,31886652,A cosy room away from home Room#1,Private room,Bedok,East Region,35,365,261
6846,2019-03-10,2019-03,2019,15792137,Chinatown Single No window,Entire home/apt,Outram,Central Region,163,1,12
6847,2019-03-10,2019-03,2019,16309636,Centre of Chinatown.,Private room,Outram,Central Region,88,92,0
6848,2019-03-10,2019-03,2019,11972403,"3-5mins to Kovan MRT, 20mins to City, Quiet, Clean",Entire home/apt,Hougang,North-East Region,44,92,184
6849,2019-03-10,2019-03,2019,5494971,Grand En Suite 2 Near Orchard,Private room,Novena,Central Region,99,92,160
6850,2019-03-10,2019-03,2019,19132856,"E.City Centre, Brand new Place for 1 or more.....",Private room,Rochor,Central Region,51,92,71
6851,2019-03-10,2019-03,2019,21015874,Furnished Clean Central City View Studio Apartment,Entire home/apt,Rochor,Central Region,175,6,365
6852,2019-03-10,2019-03,2019,14245740,Cozy 2- bedroom Home Away From Home,Entire home/apt,Punggol,North-East Region,150,92,220
6853,2019-03-11,2019-03,2019,25282863,"Big Room @ Seletar Hills
size 458sq.ft
.",Private room,Serangoon,North-East Region,80,92,365
6854,2019-03-11,2019-03,2019,8114003,Double En-suite Room & private bathroom (6),Private room,Bedok,East Region,100,92,100
6855,2019-03-11,2019-03,2019,24571017,Spacious Room 5 (1+) near MRT in the East,Private room,Geylang,Central Region,39,92,285
6856,2019-03-11,2019-03,2019,24763374,Deluxe King room near Singapore Art Museum,Private room,Rochor,Central Region,145,92,0
6857,2019-03-11,2019-03,2019,8196180,Female 4 Bed Dormitory,Shared room,Rochor,Central Region,33,92,40
6858,2019-03-11,2019-03,2019,1678744,Ladies-Only Shared Room @ Chinatown,Shared room,Outram,Central Region,63,92,127
6859,2019-03-11,2019-03,2019,6481052,premium 1 bed room · premium 1 bed room · 1 br 450sqft service apartment orchard near subway,Entire home/apt,River Valley,Central Region,294,6,14
6860,2019-03-11,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6861,2019-03-11,2019-03,2019,5889741,Entire Home in the Heart of City,Entire home/apt,Rochor,Central Region,173,92,244
6862,2019-03-11,2019-03,2019,32874731,Hippy heritage *Balcony Window R2 (tiong bahru),Private room,Bukit Merah,Central Region,59,92,15
6863,2019-03-11,2019-03,2019,369145,5 mins walk from Newton MRT,Private room,Newton,Central Region,66,92,0
6864,2019-03-11,2019-03,2019,24528929,Spacious Room 1 (Ensuite) near MRT in the East,Private room,Geylang,Central Region,49,92,101
6865,2019-03-11,2019-03,2019,8200542,Cosy & Quiet Surrounding 3BR Apt,Entire home/apt,Geylang,Central Region,186,92,18
6866,2019-03-11,2019-03,2019,21605333,Deluxe Double Room in City Center,Hotel room,Singapore River,Central Region,211,92,37
6867,2019-03-11,2019-03,2019,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
6868,2019-03-11,2019-03,2019,16502098,Cheap Private Rm in Cosy Home!,Private room,Bedok,East Region,42,92,185
6869,2019-03-11,2019-03,2019,17736530,Rosewood@33,Private room,Jurong West,West Region,100,92,7
6870,2019-03-11,2019-03,2019,6481052,premium 1 bed room · premium 1 bed room · 1 br 450sqft service apartment orchard near subway,Entire home/apt,River Valley,Central Region,294,6,14
6871,2019-03-11,2019-03,2019,17179470,Modern Asian Peranakan Gem 1,Private room,Woodlands,North Region,38,92,81
6872,2019-03-11,2019-03,2019,21887155,Twin room attached balcony,Private room,Geylang,Central Region,40,92,278
6873,2019-03-11,2019-03,2019,9532788,Chinatown: In the Heart of the City,Private room,Outram,Central Region,88,92,1
6874,2019-03-11,2019-03,2019,17863026,"D.Modern Place, value for money for 1 or more....",Private room,Rochor,Central Region,45,92,1
6875,2019-03-12,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6876,2019-03-12,2019-03,2019,30188702,Delightful & Spacious 3BR APT near Novena MRT,Entire home/apt,Novena,Central Region,210,92,250
6877,2019-03-12,2019-03,2019,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
6878,2019-03-12,2019-03,2019,8180346,The Zen Room,Private room,Tampines,East Region,45,92,184
6879,2019-03-12,2019-03,2019,31573008,CitySkylines@Chinatown,Private room,Outram,Central Region,98,92,0
6880,2019-03-12,2019-03,2019,16502098,Cheap Private Rm in Cosy Home!,Private room,Bedok,East Region,42,92,185
6881,2019-03-12,2019-03,2019,11817134,"CS S7 Central loft studio, private bath & kitchen",Entire home/apt,Outram,Central Region,112,92,44
6882,2019-03-12,2019-03,2019,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
6883,2019-03-12,2019-03,2019,24979153,Master bedroom 3 at Tiong Bahru/ Outram Park,Private room,Bukit Merah,Central Region,60,92,365
6884,2019-03-12,2019-03,2019,8038199,Heritage Collection on Seah Loft,Entire home/apt,Downtown Core,Central Region,254,1,29
6885,2019-03-12,2019-03,2019,9584573,Room w Attached Bathroom; 200m to MRT Station,Private room,Punggol,North-East Region,80,92,365
6886,2019-03-12,2019-03,2019,30024441,Ben's Concrete Jungle,Entire home/apt,Downtown Core,Central Region,500,5,323
6887,2019-03-12,2019-03,2019,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
6888,2019-03-12,2019-03,2019,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
6889,2019-03-12,2019-03,2019,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
6890,2019-03-12,2019-03,2019,28359844,Beautiful apartment right above MRT in Chinatown!,Entire home/apt,Outram,Central Region,170,92,365
6891,2019-03-13,2019-03,2019,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
6892,2019-03-13,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6893,2019-03-13,2019-03,2019,32832467,Hippy heritage *STUDIO (tiong bahru near SGH).,Entire home/apt,Bukit Merah,Central Region,149,92,40
6894,2019-03-13,2019-03,2019,24720145,373 L2R4 Private room with private bath,Private room,Geylang,Central Region,65,92,164
6895,2019-03-13,2019-03,2019,8345350,Premium Backpacker 8 Bed Mixed Dorm,Shared room,Rochor,Central Region,28,92,39
6896,2019-03-13,2019-03,2019,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
6897,2019-03-14,2019-03,2019,16309636,Centre of Chinatown.,Private room,Outram,Central Region,88,92,0
6898,2019-03-14,2019-03,2019,26435923,The Snug - City /Bathroom/Farrer Pk MRT/Sanitised,Private room,Kallang,Central Region,62,92,167
6899,2019-03-14,2019-03,2019,29015768,Spacious room3 near MRT in the East,Private room,Geylang,Central Region,34,92,285
6900,2019-03-14,2019-03,2019,19107598,Bali Moon Studio. Netflix/Farrer Pk MRT/Flexible,Entire home/apt,Kallang,Central Region,118,92,193
6901,2019-03-14,2019-03,2019,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
6902,2019-03-14,2019-03,2019,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
6903,2019-03-14,2019-03,2019,28165463,Trendy Poshtel Capsules,Hotel room,Outram,Central Region,40,92,227
6904,2019-03-14,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6905,2019-03-14,2019-03,2019,6630341,Affordable stay near Serangoon!,Private room,Serangoon,North-East Region,90,92,74
6906,2019-03-14,2019-03,2019,8038199,Heritage Collection on Seah Loft,Entire home/apt,Downtown Core,Central Region,254,1,29
6907,2019-03-14,2019-03,2019,24979153,Master bedroom 3 at Tiong Bahru/ Outram Park,Private room,Bukit Merah,Central Region,60,92,365
6908,2019-03-14,2019-03,2019,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
6909,2019-03-14,2019-03,2019,5827713,The Private Sanctuary,Private room,Tampines,East Region,70,92,92
6910,2019-03-14,2019-03,2019,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
6911,2019-03-15,2019-03,2019,15792137,Chinatown Single No window,Entire home/apt,Outram,Central Region,163,1,12
6912,2019-03-15,2019-03,2019,5798211,The Studio Suite,Private room,Tampines,East Region,70,92,29
6913,2019-03-15,2019-03,2019,15792137,Chinatown Single No window,Entire home/apt,Outram,Central Region,163,1,12
6914,2019-03-15,2019-03,2019,30687199,The Nest - Modern Living in the food paradise,Entire home/apt,Marine Parade,Central Region,139,365,1
6915,2019-03-15,2019-03,2019,11581560,Sky Suite & Apartment @ Marina Bay,Entire home/apt,Downtown Core,Central Region,386,92,0
6916,2019-03-15,2019-03,2019,23457264,Little pandan,Private room,Jurong East,West Region,55,92,101
6917,2019-03-15,2019-03,2019,25141849,"Sky Terrace w 2 rooms, garden terrace & pool(MRT)",Entire home/apt,Bedok,East Region,250,92,40
6918,2019-03-15,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6919,2019-03-15,2019-03,2019,4973227,Boat Quay Studio Apartment (South bridge Wing),Entire home/apt,Downtown Core,Central Region,206,1,365
6920,2019-03-15,2019-03,2019,11980197,Cozy room,Private room,Punggol,North-East Region,60,92,73
6921,2019-03-15,2019-03,2019,15792808,Chinatown Studio No window,Entire home/apt,Outram,Central Region,164,1,16
6922,2019-03-15,2019-03,2019,11660178,Modern & big private studio room at top floor,Private room,Bedok,East Region,200,92,365
6923,2019-03-15,2019-03,2019,17736530,Rosewood@33,Private room,Jurong West,West Region,100,92,7
6924,2019-03-15,2019-03,2019,15792808,Chinatown Studio No window,Entire home/apt,Outram,Central Region,164,1,16
6925,2019-03-15,2019-03,2019,24571017,Spacious Room 5 (1+) near MRT in the East,Private room,Geylang,Central Region,39,92,285
6926,2019-03-15,2019-03,2019,23362544,"EH6, Brand New Master Room, next to Somerset MRT",Entire home/apt,Newton,Central Region,110,92,0
6927,2019-03-15,2019-03,2019,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
6928,2019-03-15,2019-03,2019,15792808,Chinatown Studio No window,Entire home/apt,Outram,Central Region,164,1,16
6929,2019-03-15,2019-03,2019,24125960,Affordable Short Term Room Near NUS NUH. (7),Private room,Queenstown,Central Region,113,30,74
6930,2019-03-15,2019-03,2019,25366424,Nice Room@ Seletar Hills,Private room,Serangoon,North-East Region,40,92,361
6931,2019-03-15,2019-03,2019,4008423,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,62,1,17
6932,2019-03-15,2019-03,2019,18675202,Premium Studio 2 Mins Walk To Orchard (300 sqft),Hotel room,Orchard,Central Region,200,6,24
6933,2019-03-16,2019-03,2019,25130085,"(v2) Cozy Room Near City, 6mins Walk ->Aljunid MRT",Private room,Geylang,Central Region,55,92,83
6934,2019-03-16,2019-03,2019,15792137,Chinatown Single No window,Entire home/apt,Outram,Central Region,163,1,12
6935,2019-03-16,2019-03,2019,12484261,"City room 5mins to Haji, near Suntec/MBS/Merlion",Private room,Rochor,Central Region,64,92,365
6936,2019-03-16,2019-03,2019,23760158,Warm and Cosy room for travellers,Private room,Bukit Merah,Central Region,65,92,275
6937,2019-03-16,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6938,2019-03-16,2019-03,2019,17798438,Soho Suite,Entire home/apt,Orchard,Central Region,1600,1,211
6939,2019-03-16,2019-03,2019,21854687,Studio Chic~Cozy Serviced Apartment with Wi-Fi,Entire home/apt,Kallang,Central Region,184,7,127
6940,2019-03-16,2019-03,2019,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
6941,2019-03-16,2019-03,2019,17454856,2CozyRooms@City Center/FarrerPark MRT/Little India,Private room,Kallang,Central Region,93,92,71
6942,2019-03-16,2019-03,2019,20888336,Cozy Room with a View,Private room,Bukit Timah,Central Region,47,92,277
6943,2019-03-16,2019-03,2019,21358634,"!! CozyRoom@City Center,Little India,FarrerParkMRT",Private room,Kallang,Central Region,55,92,123
6944,2019-03-16,2019-03,2019,16309636,Centre of Chinatown.,Private room,Outram,Central Region,88,92,0
6945,2019-03-16,2019-03,2019,20084815,Prime Loft Apt in the heart of Orchard Road,Entire home/apt,Orchard,Central Region,651,6,96
6946,2019-03-16,2019-03,2019,16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",Private room,Kallang,Central Region,80,92,365
6947,2019-03-16,2019-03,2019,19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT",Entire home/apt,Rochor,Central Region,140,92,69
6948,2019-03-16,2019-03,2019,26369349,eHome-Cozy Apartment (Tanah Merah MRT),Entire home/apt,Bedok,East Region,109,360,186
6949,2019-03-16,2019-03,2019,11971734,"A 3-5mins to Kovan MRT, 20mins to City,Quiet,Clean",Private room,Hougang,North-East Region,44,365,185
6950,2019-03-16,2019-03,2019,16429519,"City 1-Pax *Private Room, Shared Toilet",Private room,Kallang,Central Region,67,1,8
6951,2019-03-16,2019-03,2019,21605333,Deluxe Double Room in City Center,Hotel room,Singapore River,Central Region,211,92,37
6952,2019-03-16,2019-03,2019,12434512,Awesome Single Room Shared Bathroom,Private room,Queenstown,Central Region,113,30,74
6953,2019-03-16,2019-03,2019,5609608,SGP  Cozy Aircon Rm W Laundry @$950/Mth (1Pax),Private room,Woodlands,North Region,32,92,99
6954,2019-03-16,2019-03,2019,9532788,Chinatown: In the Heart of the City,Private room,Outram,Central Region,88,92,1
6955,2019-03-17,2019-03,2019,29302695,Yunnan Garden Corner Terrace ( Near NTU),Private room,Jurong West,West Region,80,92,101
6956,2019-03-17,2019-03,2019,9464059,"!Stay in City Center, next to Farrer Park MRT (1)",Private room,Kallang,Central Region,59,92,118
6957,2019-03-17,2019-03,2019,16846533,Small Cozy  Studio Room in Orchard Road (200 sqft),Entire home/apt,River Valley,Central Region,170,7,23
6958,2019-03-17,2019-03,2019,16743909,Cozy Small Studio Apartment Off Orchard (200 sqft),Hotel room,River Valley,Central Region,170,6,24
6959,2019-03-17,2019-03,2019,982909,Amazing Sunset Home @Central Area,Private room,Novena,Central Region,90,92,220
6960,2019-03-17,2019-03,2019,19595827,Comfy 2BR Apartment in the Heart of Orchard Road,Entire home/apt,Orchard,Central Region,880,6,98
6961,2019-03-17,2019-03,2019,71903,Room 2-near Airport & EXPO,Private room,Tampines,East Region,85,92,0
6962,2019-03-17,2019-03,2019,32533341,"BY THE ICONIC RIVERSIDE, LUXURY 3BR @ CLARKE QUAY",Entire home/apt,Tanglin,Central Region,650,6,27
6963,2019-03-17,2019-03,2019,24528929,Spacious Room 1 (Ensuite) near MRT in the East,Private room,Geylang,Central Region,49,92,101
6964,2019-03-17,2019-03,2019,4973227,Boat Quay Studio Apartment (South bridge Wing),Entire home/apt,Downtown Core,Central Region,206,1,365
6965,2019-03-17,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
6966,2019-03-17,2019-03,2019,24979153,Master bedroom 3 at Tiong Bahru/ Outram Park,Private room,Bukit Merah,Central Region,60,92,365
6967,2019-03-17,2019-03,2019,18235755,LOVELY  STAY in HEART OF ISLAND!!,Private room,Newton,Central Region,68,92,159
6968,2019-03-17,2019-03,2019,24763494,Deluxe King room near National Library,Private room,Downtown Core,Central Region,145,92,0
6969,2019-03-17,2019-03,2019,12367388,Single Capsule for 1,Hotel room,Kallang,Central Region,27,92,86
6970,2019-03-17,2019-03,2019,25282863,"Big Room @ Seletar Hills
size 458sq.ft
.",Private room,Serangoon,North-East Region,80,92,365
6971,2019-03-17,2019-03,2019,23760158,Warm and Cosy room for travellers,Private room,Bukit Merah,Central Region,65,92,275
6972,2019-03-17,2019-03,2019,24659042,Cosy Studio Apartment 2 at Heritage Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,97,92,365
6973,2019-03-17,2019-03,2019,12367245,Single Capsule For 1,Hotel room,Kallang,Central Region,27,92,25
6974,2019-03-17,2019-03,2019,26344207,Sufen’s Place,Private room,Choa Chu Kang,West Region,38,92,365
6975,2019-03-17,2019-03,2019,24707713,Master bedroom 1 @ Heritage Tiong Bahru,Private room,Bukit Merah,Central Region,69,92,365
6976,2019-03-17,2019-03,2019,5494971,Grand En Suite 2 Near Orchard,Private room,Novena,Central Region,99,92,160
6977,2019-03-17,2019-03,2019,4541183,Boat Quay Studio Premium River View (South bridge),Entire home/apt,Singapore River,Central Region,224,1,365
6978,2019-03-17,2019-03,2019,24984672,Entire Apartment @ Heritage Tiong Bahru+WIFI,Entire home/apt,Bukit Merah,Central Region,90,92,365
6979,2019-03-17,2019-03,2019,17949590,Cheap Private Bedroom In Cosy Home,Private room,Bedok,East Region,40,92,274
6980,2019-03-17,2019-03,2019,18434466,Queen bedroom with shared bathroom,Private room,Kallang,Central Region,49,365,0
6981,2019-03-17,2019-03,2019,16057988,CleanCosyApt Beautiful Hills&CottageView By theSea,Entire home/apt,Queenstown,Central Region,388,92,184
6982,2019-03-17,2019-03,2019,13283938,10min to CITY CENTRE CleanCosyApt 5min WalktoMetro,Entire home/apt,Geylang,Central Region,388,92,0
6983,2019-03-17,2019-03,2019,24664051,Roof Top Apartment 5 @ Heritage Tiong Bahru,Entire home/apt,Bukit Merah,Central Region,89,92,365
6984,2019-03-17,2019-03,2019,15792137,Chinatown Single No window,Entire home/apt,Outram,Central Region,163,1,12
6985,2019-03-18,2019-03,2019,17016908,TripleOne. A cozy 3-bedroom apartment in Woodlands,Entire home/apt,Woodlands,North Region,275,3,91
6986,2019-03-18,2019-03,2019,8914905,Private Room for 7pax @ Chinatown,Hotel room,Outram,Central Region,518,1,42
6987,2019-03-18,2019-03,2019,19132856,"E.City Centre, Brand new Place for 1 or more.....",Private room,Rochor,Central Region,51,92,71
6988,2019-03-18,2019-03,2019,16370834,Comfortable Chermai (BR2),Private room,Serangoon,North-East Region,90,92,65
6989,2019-03-18,2019-03,2019,16565287,"1+ Stay in City Center, next to MRT",Private room,Kallang,Central Region,54,92,71
6990,2019-03-18,2019-03,2019,23457264,Little pandan,Private room,Jurong East,West Region,55,92,101
6991,2019-03-18,2019-03,2019,31886652,A cosy room away from home Room#1,Private room,Bedok,East Region,35,365,261
6992,2019-03-18,2019-03,2019,11228389,Your Central Singapore Suite ★3 mins to Bus Stop★,Private room,Geylang,Central Region,37,120,74
6993,2019-03-18,2019-03,2019,29552115,Chinatown Skylight Single,Entire home/apt,Outram,Central Region,182,1,34
6994,2019-03-18,2019-03,2019,24571017,Spacious Room 5 (1+) near MRT in the East,Private room,Geylang,Central Region,39,92,285
6995,2019-03-18,2019-03,2019,21015876,Studio Serviced Apartment | 5-mins walk to Bugis+,Entire home/apt,Rochor,Central Region,175,6,365
6996,2019-03-18,2019-03,2019,17863026,"D.Modern Place, value for money for 1 or more....",Private room,Rochor,Central Region,45,92,1
6997,2019-03-18,2019-03,2019,29015768,Spacious room3 near MRT in the East,Private room,Geylang,Central Region,34,92,285
6998,2019-03-18,2019-03,2019,11863888,CS S8 Central studio with private bath & kitchen!,Entire home/apt,Outram,Central Region,112,92,24
6999,2019-03-19,2019-03,2019,4054698,DORMS - In the heart of Chinatown!,Hotel room,Outram,Central Region,31,92,0
7000,2019-03-19,2019-03,2019,19648215,Lux Suite@Marina Bay Singapore (Studio),Entire home/apt,Downtown Core,Central Region,239,92,0
7001,2019-03-19,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
7002,2019-03-19,2019-03,2019,9635192,Nice and cozzy room without window.,Private room,Outram,Central Region,58,92,0
7003,2019-03-19,2019-03,2019,22114845,"(v1) CozyRoom Near City, 6mins Walk To Aljunid MRT",Private room,Geylang,Central Region,56,92,16
7004,2019-03-19,2019-03,2019,16947051,"City 1-Pax Private Room, Shared Toilet",Private room,Kallang,Central Region,67,1,22
7005,2019-03-19,2019-03,2019,22348216,"(C) 1+ Cozy Room Near City, Walk To Aljunid MRT",Private room,Geylang,Central Region,47,92,16
7006,2019-03-19,2019-03,2019,5493930,Luxurious En Suite 1 Near Orchard,Private room,Novena,Central Region,200,92,191
7007,2019-03-19,2019-03,2019,28359844,Beautiful apartment right above MRT in Chinatown!,Entire home/apt,Outram,Central Region,170,92,365
7008,2019-03-19,2019-03,2019,5919270,The Antiquity Room,Private room,Tampines,East Region,80,92,0
7009,2019-03-19,2019-03,2019,1678755,Mixed Shared Room @ Chinatown,Hotel room,Outram,Central Region,63,92,127
7010,2019-03-19,2019-03,2019,21415749,Luxury Capsule (Single - Mixed) [Kampong Glam],Hotel room,Rochor,Central Region,92,92,117
7011,2019-03-19,2019-03,2019,22594189,Small Studio Room (200 sqft),Hotel room,River Valley,Central Region,170,6,24
7012,2019-03-19,2019-03,2019,8180346,The Zen Room,Private room,Tampines,East Region,45,92,184
7013,2019-03-20,2019-03,2019,23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,Private room,Singapore River,Central Region,149,92,0
7014,2019-03-20,2019-03,2019,2129215,Luxuriously Spacious Studio Apt.,Entire home/apt,Bedok,East Region,139,92,111
7015,2019-03-20,2019-03,2019,25366424,Nice Room@ Seletar Hills,Private room,Serangoon,North-East Region,40,92,361
7016,2019-03-20,2019-03,2019,5827998,The Lily Room,Private room,Tampines,East Region,60,92,306
7017,2019-03-20,2019-03,2019,18674998,Cozy Premium Studio In Orchard Road (300 sqft),Hotel room,River Valley,Central Region,200,6,20
7018,2019-03-20,2019-03,2019,29525951,Chinatown - Luxury [Mixed] Single Capsule,Hotel room,Outram,Central Region,120,92,117
7019,2019-03-20,2019-03,2019,30578632,Downtown CBD2BR High Floor 1 min to MRT 6pax,Entire home/apt,Downtown Core,Central Region,307,92,275
7020,2019-03-20,2019-03,2019,24984672,Entire Apartment @ Heritage Tiong Bahru+WIFI,Entire home/apt,Bukit Merah,Central Region,90,92,365
7021,2019-03-20,2019-03,2019,15428715,Cool and convenient condo near Pasir Panjang MRT,Private room,Queenstown,Central Region,65,92,365
7022,2019-03-20,2019-03,2019,20096441,Pristine 2BR Apt in the Heart of Orchard Road,Entire home/apt,Orchard,Central Region,660,6,365
7023,2019-03-20,2019-03,2019,21854678,Studio Amaze~Cozy Serviced Apartment with WIFI,Entire home/apt,Kallang,Central Region,172,7,101
7024,2019-03-20,2019-03,2019,606784,"Ensuite room, pool, near airport, expo and sutd.",Private room,Tampines,East Region,83,92,274
7025,2019-03-20,2019-03,2019,29525951,Chinatown - Luxury [Mixed] Single Capsule,Hotel room,Outram,Central Region,120,92,117
7026,2019-03-20,2019-03,2019,15978100,清幽宁静、整洁干净的公寓房间。包水电网煮饭游泳桑拿健身房。,Private room,Bedok,East Region,89,92,365
7027,2019-03-20,2019-03,2019,12366958,Single Capsule For 1,Shared room,Kallang,Central Region,29,92,101
7028,2019-03-20,2019-03,2019,24720145,373 L2R4 Private room with private bath,Private room,Geylang,Central Region,65,92,164
7029,2019-03-20,2019-03,2019,5798211,The Studio Suite,Private room,Tampines,East Region,70,92,29
7030,2019-03-20,2019-03,2019,18395154,RARE!Colonial house/City/Lux+space/Boon Keng MRT!,Private room,River Valley,Central Region,120,92,0
7031,2019-03-21,2019-03,2019,22561172,Cozy Premium Studio (300 sqft),Hotel room,River Valley,Central Region,170,6,214
7032,2019-03-21,2019-03,2019,12162272,"Great location. A spacious, well equipped home.",Entire home/apt,Kallang,Central Region,137,92,178
7033,2019-03-21,2019-03,2019,24979153,Master bedroom 3 at Tiong Bahru/ Outram Park,Private room,Bukit Merah,Central Region,60,92,365
